,Age,Diet,Died
2381,45-54,Low,False
2382,45-54,Low,False
2383,45-54,Low,False
2384,45-54,Low,False
2385,45-54,Low,False
2386,45-54,Low,False
2387,45-54,Low,False
2388,45-54,Low,False
2389,45-54,Low,False
2390,45-54,Low,False
2391,45-54,Low,False
2392,45-54,Low,False
2393,45-54,Low,False
2394,45-54,Low,False
2395,45-54,Low,False
2396,45-54,Low,False
2397,45-54,Low,False
2398,45-54,Low,False
2399,45-54,Low,False
2400,45-54,Low,False
2401,45-54,Low,False
2402,45-54,Low,False
2403,45-54,Low,False
2404,45-54,Low,False
2405,45-54,Low,False
2406,45-54,Low,False
2407,45-54,Low,False
2408,45-54,Low,False
2409,45-54,Low,False
2410,45-54,Low,False
2411,45-54,Low,False
2412,45-54,Low,False
2413,45-54,Low,False
2414,45-54,Low,False
2415,45-54,Low,False
2416,45-54,Low,False
2417,45-54,Low,False
2418,45-54,Low,False
2419,45-54,Low,False
2420,45-54,Low,False
2421,45-54,Low,False
2422,45-54,Low,False
2423,45-54,Low,False
2424,45-54,Low,False
2425,45-54,Low,False
2426,45-54,Low,False
2427,45-54,Low,False
2428,45-54,Low,False
2429,45-54,Low,False
2430,45-54,Low,False
2431,45-54,Low,False
2432,45-54,Low,False
2433,45-54,Low,False
2434,45-54,Low,False
2435,45-54,Low,False
2436,45-54,Low,False
2437,45-54,Low,False
2438,45-54,Low,False
2439,45-54,Low,False
2440,45-54,Low,False
2441,45-54,Low,False
2442,45-54,Low,False
2443,45-54,Low,False
2444,45-54,Low,False
2445,45-54,Low,False
2446,45-54,Low,False
2447,45-54,Low,False
2448,45-54,Low,False
2449,45-54,Low,False
2450,45-54,Low,False
2451,45-54,Low,False
2452,45-54,Low,False
2453,45-54,Low,False
2454,45-54,Low,False
2455,45-54,Low,False
2456,45-54,Low,False
2457,45-54,Low,False
2458,45-54,Low,False
2459,45-54,Low,False
2460,45-54,Low,False
2461,45-54,Low,False
2462,45-54,Low,False
2463,45-54,Low,False
2464,45-54,Low,False
2465,45-54,Low,False
2466,45-54,Low,False
2467,45-54,Low,False
2468,45-54,Low,False
2469,45-54,Low,False
2470,45-54,Low,False
2471,45-54,Low,False
2472,45-54,Low,False
2473,45-54,Low,False
2474,45-54,Low,False
2475,45-54,Low,False
2476,45-54,Low,False
2477,45-54,Low,False
2478,45-54,Low,False
2479,45-54,Low,False
2480,45-54,Low,False
2481,45-54,Low,False
2482,45-54,Low,False
2483,45-54,Low,False
2484,45-54,Low,False
2485,45-54,Low,False
2486,45-54,Low,False
2487,45-54,Low,False
2488,45-54,Low,False
2489,45-54,Low,False
2490,45-54,Low,False
2491,45-54,Low,False
2492,45-54,Low,False
2493,45-54,Low,False
2494,45-54,Low,False
2495,45-54,Low,False
2496,45-54,Low,False
2497,45-54,Low,False
2498,45-54,Low,False
2499,45-54,Low,False
2500,45-54,Low,False
2501,45-54,Low,False
2502,45-54,Low,False
2503,45-54,Low,False
2504,45-54,Low,False
2505,45-54,Low,False
2506,45-54,Low,False
2507,45-54,Low,False
2508,45-54,Low,False
2509,45-54,Low,False
2510,45-54,Low,False
2511,45-54,Low,False
2512,45-54,Low,False
2513,45-54,Low,False
2514,45-54,Low,False
2515,45-54,Low,False
2516,45-54,Low,False
2517,45-54,Low,False
2518,45-54,Low,False
2519,45-54,Low,False
2520,45-54,Low,False
2521,45-54,Low,False
2522,45-54,Low,False
2523,45-54,Low,False
2524,45-54,Low,False
2525,45-54,Low,False
2526,45-54,Low,False
2527,45-54,Low,False
2528,45-54,Low,False
2529,45-54,Low,False
2530,45-54,Low,False
2531,45-54,Low,False
2532,45-54,Low,False
2533,45-54,Low,False
2534,45-54,Low,False
2535,45-54,Low,False
2536,45-54,Low,False
2537,45-54,Low,False
2538,45-54,Low,False
2539,45-54,Low,False
2540,45-54,Low,False
2541,45-54,Low,False
2542,45-54,Low,False
2543,45-54,Low,False
2544,45-54,Low,False
2545,45-54,Low,False
2546,45-54,Low,False
2547,45-54,Low,False
2548,45-54,Low,False
2549,45-54,Low,False
2550,45-54,Low,False
2551,45-54,Low,False
2552,45-54,Low,False
2553,45-54,Low,False
2554,45-54,Low,False
2555,45-54,Low,False
2556,45-54,Low,False
2557,45-54,Low,False
2558,45-54,Low,False
2559,45-54,Low,False
2560,45-54,Low,False
2561,45-54,Low,False
2562,45-54,Low,False
2563,45-54,Low,False
2564,45-54,Low,False
2565,45-54,Low,False
2566,45-54,Low,False
2567,45-54,Low,False
2568,45-54,Low,False
2569,45-54,Low,False
2570,45-54,Low,False
2571,45-54,Low,False
2572,45-54,Low,False
2573,45-54,Low,False
2574,45-54,Low,False
2575,45-54,Low,False
2576,45-54,Low,False
2577,45-54,Low,False
2578,45-54,Low,False
2579,45-54,Low,False
2580,45-54,Low,False
2581,45-54,Low,False
2582,45-54,Low,False
2583,45-54,Low,False
2584,45-54,Low,False
2585,45-54,Low,False
2586,45-54,Low,False
2587,45-54,Low,False
2588,45-54,Low,False
2589,45-54,Low,False
2590,45-54,Low,False
2591,45-54,Low,False
2592,45-54,Low,False
2593,45-54,Low,False
2594,45-54,Low,False
2595,45-54,Low,False
2596,45-54,Low,False
2597,45-54,Low,False
2598,45-54,Low,False
2599,45-54,Low,False
2600,45-54,Low,False
2601,45-54,Low,False
2602,45-54,Low,False
2603,45-54,Low,False
2604,45-54,Low,False
2605,45-54,Low,False
2606,45-54,Low,False
2607,45-54,Low,False
2608,45-54,Low,False
2609,45-54,Low,False
2610,45-54,Low,False
2611,45-54,Low,False
2612,45-54,Low,False
2613,45-54,Low,False
2614,45-54,Low,False
2615,45-54,Low,False
2616,45-54,Low,False
2617,45-54,Low,False
2618,45-54,Low,False
2619,45-54,Low,False
2620,45-54,Low,False
2621,45-54,Low,False
2622,45-54,Low,False
2623,45-54,Low,False
2624,45-54,Low,False
2625,45-54,Low,False
2626,45-54,Low,False
2627,45-54,Low,False
2628,45-54,Low,False
2629,45-54,Low,False
2630,45-54,Low,False
2631,45-54,Low,False
2632,45-54,Low,False
2633,45-54,Low,False
2634,45-54,Low,False
2635,45-54,Low,False
2636,45-54,Low,False
2637,45-54,Low,False
2638,45-54,Low,False
2639,45-54,Low,False
2640,45-54,Low,False
2641,45-54,Low,False
2642,45-54,Low,False
2643,45-54,Low,False
2644,45-54,Low,False
2645,45-54,Low,False
2646,45-54,Low,False
2647,45-54,Low,False
2648,45-54,Low,False
2649,45-54,Low,False
2650,45-54,Low,False
2651,45-54,Low,False
2652,45-54,Low,False
2653,45-54,Low,False
2654,45-54,Low,False
2655,45-54,Low,False
2656,45-54,Low,False
2657,45-54,Low,False
2658,45-54,Low,False
2659,45-54,Low,False
2660,45-54,Low,False
2661,45-54,Low,False
2662,45-54,Low,False
2663,45-54,Low,False
2664,45-54,Low,False
2665,45-54,Low,False
2666,45-54,Low,False
2667,45-54,Low,False
2668,45-54,Low,False
2669,45-54,Low,False
2670,45-54,Low,False
2671,45-54,Low,False
2672,45-54,Low,False
2673,45-54,Low,False
2674,45-54,Low,False
2675,45-54,Low,False
2676,45-54,Low,False
2677,45-54,Low,False
2678,45-54,Low,False
2679,45-54,Low,False
2680,45-54,Low,False
2681,45-54,Low,False
2682,45-54,Low,False
2683,45-54,Low,False
2684,45-54,Low,False
2685,45-54,Low,False
2686,45-54,Low,False
2687,45-54,Low,False
2688,45-54,Low,False
2689,45-54,Low,False
2690,45-54,Low,False
2691,45-54,Low,False
2692,45-54,Low,False
2693,45-54,Low,False
2694,45-54,Low,False
2695,45-54,Low,False
2696,45-54,Low,False
2697,45-54,Low,False
2698,45-54,Low,False
2699,45-54,Low,False
2700,45-54,Low,False
2701,45-54,Low,False
2702,45-54,Low,False
2703,45-54,Low,False
2704,45-54,Low,False
2705,45-54,Low,False
2706,45-54,Low,False
2707,45-54,Low,False
2708,45-54,Low,False
2709,45-54,Low,False
2710,45-54,Low,False
2711,45-54,Low,False
2712,45-54,Low,False
2713,45-54,Low,False
2714,45-54,Low,False
2715,45-54,Low,False
2716,45-54,Low,False
2717,45-54,Low,False
2718,45-54,Low,False
2719,45-54,Low,False
2720,45-54,Low,False
2721,45-54,Low,False
2722,45-54,Low,False
2723,45-54,Low,False
2724,45-54,Low,False
2725,45-54,Low,False
2726,45-54,Low,False
2727,45-54,Low,False
2728,45-54,Low,False
2729,45-54,Low,False
2730,45-54,Low,False
2731,45-54,Low,False
2732,45-54,Low,False
2733,45-54,Low,False
2734,45-54,Low,False
2735,45-54,Low,False
2736,45-54,Low,False
2737,45-54,Low,False
2738,45-54,Low,False
2739,45-54,Low,False
2740,45-54,Low,False
2741,45-54,Low,False
2742,45-54,Low,False
2743,45-54,Low,False
2744,45-54,Low,False
2745,45-54,Low,False
2746,45-54,Low,False
2747,45-54,Low,False
2748,45-54,Low,False
2749,45-54,Low,False
2750,45-54,Low,False
2751,45-54,Low,False
2752,45-54,Low,False
2753,45-54,Low,False
2754,45-54,Low,False
2755,45-54,Low,False
2756,45-54,Low,False
2757,45-54,Low,False
2758,45-54,Low,False
2759,45-54,Low,False
2760,45-54,Low,False
2761,45-54,Low,False
2762,45-54,Low,False
2763,45-54,Low,False
2764,45-54,Low,False
2765,45-54,Low,False
2766,45-54,Low,False
2767,45-54,Low,False
2768,45-54,Low,False
2769,45-54,Low,False
2770,45-54,Low,False
2771,45-54,Low,False
2772,45-54,Low,False
2773,45-54,Low,False
2774,45-54,Low,False
2775,45-54,Low,False
2776,45-54,Low,False
2777,45-54,Low,False
2778,45-54,Low,False
2779,45-54,Low,False
2780,45-54,Low,False
2781,45-54,Low,False
2782,45-54,Low,False
2783,45-54,Low,False
2784,45-54,Low,False
2785,45-54,Low,False
2786,45-54,Low,False
2787,45-54,Low,False
2788,45-54,Low,False
2789,45-54,Low,False
2790,45-54,Low,False
2791,45-54,Low,False
2792,45-54,Low,False
2793,45-54,Low,False
2794,45-54,Low,False
2795,45-54,Low,False
2796,45-54,Low,False
2797,45-54,Low,False
2798,45-54,Low,False
2799,45-54,Low,False
2800,45-54,Low,False
2801,45-54,Low,False
2802,45-54,Low,False
2803,45-54,Low,False
2804,45-54,Low,False
2805,45-54,Low,False
2806,45-54,Low,False
2807,45-54,Low,False
2808,45-54,Low,False
2809,45-54,Low,False
2810,45-54,Low,False
2811,45-54,Low,False
2812,45-54,Low,False
2813,45-54,Low,False
2814,45-54,Low,False
2815,45-54,Low,False
2816,45-54,Low,False
2817,45-54,Low,False
2818,45-54,Low,False
2819,45-54,Low,False
2820,45-54,Low,False
2821,45-54,Low,False
2822,45-54,Low,False
2823,45-54,Low,False
2824,45-54,Low,False
2825,45-54,Low,False
2826,45-54,Low,False
2827,45-54,Low,False
2828,45-54,Low,False
2829,45-54,Low,False
2830,45-54,Low,False
2831,45-54,Low,False
2832,45-54,Low,False
2833,45-54,Low,False
2834,45-54,Low,False
2835,45-54,Low,False
2836,45-54,Low,False
2837,45-54,Low,False
2838,45-54,Low,False
2839,45-54,Low,False
2840,45-54,Low,False
2841,45-54,Low,False
2842,45-54,Low,False
2843,45-54,Low,False
2844,45-54,Low,False
2845,45-54,Low,False
2846,45-54,Low,False
2847,45-54,Low,False
2848,45-54,Low,False
2849,45-54,Low,False
2850,45-54,Low,False
2851,45-54,Low,False
2852,45-54,Low,False
2853,45-54,Low,False
2854,45-54,Low,False
2855,45-54,Low,False
2856,45-54,Low,False
2857,45-54,Low,False
2858,45-54,Low,False
2859,45-54,Low,False
2860,45-54,Low,False
2861,45-54,Low,False
2862,55-64,Low,True
2863,55-64,Low,True
2864,55-64,Low,True
2865,55-64,Low,True
2866,55-64,Low,True
2867,55-64,Low,True
2868,55-64,Low,True
2869,55-64,Low,True
2870,55-64,Low,True
2871,55-64,Low,True
2872,55-64,Low,True
2873,55-64,Low,True
2874,55-64,Low,True
2875,55-64,Low,True
2876,55-64,Low,True
2877,55-64,Low,True
2878,55-64,Low,True
2879,55-64,Low,True
2880,55-64,Low,True
2881,55-64,Low,True
2882,55-64,Low,True
2883,55-64,Low,True
2884,55-64,Low,True
2885,55-64,Low,True
2886,55-64,Low,True
2887,55-64,Low,True
2888,55-64,Low,True
2889,55-64,Low,True
2890,55-64,Low,True
2891,55-64,Low,True
2892,55-64,Low,True
2893,55-64,Low,True
2894,55-64,Low,True
2895,55-64,Low,True
2896,55-64,Low,True
2897,55-64,Low,False
2898,55-64,Low,False
2899,55-64,Low,False
2900,55-64,Low,False
2901,55-64,Low,False
2902,55-64,Low,False
2903,55-64,Low,False
2904,55-64,Low,False
2905,55-64,Low,False
2906,55-64,Low,False
2907,55-64,Low,False
2908,55-64,Low,False
2909,55-64,Low,False
2910,55-64,Low,False
2911,55-64,Low,False
2912,55-64,Low,False
2913,55-64,Low,False
2914,55-64,Low,False
2915,55-64,Low,False
2916,55-64,Low,False
2917,55-64,Low,False
2918,55-64,Low,False
2919,55-64,Low,False
2920,55-64,Low,False
2921,55-64,Low,False
2922,55-64,Low,False
2923,55-64,Low,False
2924,55-64,Low,False
2925,55-64,Low,False
2926,55-64,Low,False
2927,55-64,Low,False
2928,55-64,Low,False
2929,55-64,Low,False
2930,55-64,Low,False
2931,55-64,Low,False
2932,55-64,Low,False
2933,55-64,Low,False
2934,55-64,Low,False
2935,55-64,Low,False
2936,55-64,Low,False
2937,55-64,Low,False
2938,55-64,Low,False
2939,55-64,Low,False
2940,55-64,Low,False
2941,55-64,Low,False
2942,55-64,Low,False
2943,55-64,Low,False
2944,55-64,Low,False
2945,55-64,Low,False
2946,55-64,Low,False
2947,55-64,Low,False
2948,55-64,Low,False
2949,55-64,Low,False
2950,55-64,Low,False
2951,55-64,Low,False
2952,55-64,Low,False
2953,55-64,Low,False
2954,55-64,Low,False
2955,55-64,Low,False
2956,55-64,Low,False
2957,55-64,Low,False
2958,55-64,Low,False
2959,55-64,Low,False
2960,55-64,Low,False
2961,55-64,Low,False
2962,55-64,Low,False
2963,55-64,Low,False
2964,55-64,Low,False
2965,55-64,Low,False
2966,55-64,Low,False
2967,55-64,Low,False
2968,55-64,Low,False
2969,55-64,Low,False
2970,55-64,Low,False
2971,55-64,Low,False
2972,55-64,Low,False
2973,55-64,Low,False
2974,55-64,Low,False
2975,55-64,Low,False
2976,55-64,Low,False
2977,55-64,Low,False
2978,55-64,Low,False
2979,55-64,Low,False
2980,55-64,Low,False
2981,55-64,Low,False
2982,55-64,Low,False
2983,55-64,Low,False
2984,55-64,Low,False
2985,55-64,Low,False
2986,55-64,Low,False
2987,55-64,Low,False
2988,55-64,Low,False
2989,55-64,Low,False
2990,55-64,Low,False
2991,55-64,Low,False
2992,55-64,Low,False
2993,55-64,Low,False
2994,55-64,Low,False
2995,55-64,Low,False
2996,55-64,Low,False
2997,55-64,Low,False
2998,55-64,Low,False
2999,55-64,Low,False
3000,55-64,Low,False
3001,55-64,Low,False
3002,55-64,Low,False
3003,55-64,Low,False
3004,55-64,Low,False
3005,55-64,Low,False
3006,55-64,Low,False
3007,55-64,Low,False
3008,55-64,Low,False
3009,55-64,Low,False
3010,55-64,Low,False
3011,55-64,Low,False
3012,55-64,Low,False
3013,55-64,Low,False
3014,55-64,Low,False
3015,55-64,Low,False
3016,55-64,Low,False
3017,55-64,Low,False
3018,55-64,Low,False
3019,55-64,Low,False
3020,55-64,Low,False
3021,55-64,Low,False
3022,55-64,Low,False
3023,55-64,Low,False
3024,55-64,Low,False
3025,55-64,Low,False
3026,55-64,Low,False
3027,55-64,Low,False
3028,55-64,Low,False
3029,55-64,Low,False
3030,55-64,Low,False
3031,55-64,Low,False
3032,55-64,Low,False
3033,55-64,Low,False
3034,55-64,Low,False
3035,55-64,Low,False
3036,55-64,Low,False
3037,55-64,Low,False
3038,55-64,Low,False
3039,55-64,Low,False
3040,55-64,Low,False
3041,55-64,Low,False
3042,55-64,Low,False
3043,55-64,Low,False
3044,55-64,Low,False
3045,55-64,Low,False
3046,55-64,Low,False
3047,55-64,Low,False
3048,55-64,Low,False
3049,55-64,Low,False
3050,55-64,Low,False
3051,55-64,Low,False
3052,55-64,Low,False
3053,55-64,Low,False
3054,55-64,Low,False
3055,55-64,Low,False
3056,55-64,Low,False
3057,55-64,Low,False
3058,55-64,Low,False
3059,55-64,Low,False
3060,55-64,Low,False
3061,55-64,Low,False
3062,55-64,Low,False
3063,55-64,Low,False
3064,55-64,Low,False
3065,55-64,Low,False
3066,55-64,Low,False
3067,55-64,Low,False
3068,55-64,Low,False
3069,55-64,Low,False
3070,55-64,Low,False
3071,55-64,Low,False
3072,55-64,Low,False
3073,55-64,Low,False
3074,55-64,Low,False
3075,55-64,Low,False
3076,55-64,Low,False
3077,55-64,Low,False
3078,55-64,Low,False
3079,55-64,Low,False
3080,55-64,Low,False
3081,55-64,Low,False
3082,55-64,Low,False
3083,55-64,Low,False
3084,55-64,Low,False
3085,55-64,Low,False
3086,55-64,Low,False
3087,55-64,Low,False
3088,55-64,Low,False
3089,55-64,Low,False
3090,55-64,Low,False
3091,55-64,Low,False
3092,55-64,Low,False
3093,55-64,Low,False
3094,55-64,Low,False
3095,55-64,Low,False
3096,55-64,Low,False
3097,55-64,Low,False
3098,55-64,Low,False
3099,55-64,Low,False
3100,55-64,Low,False
3101,55-64,Low,False
3102,55-64,Low,False
3103,55-64,Low,False
3104,55-64,Low,False
3105,55-64,Low,False
3106,55-64,Low,False
3107,55-64,Low,False
3108,55-64,Low,False
3109,55-64,Low,False
3110,55-64,Low,False
3111,55-64,Low,False
3112,55-64,Low,False
3113,55-64,Low,False
3114,55-64,Low,False
3115,55-64,Low,False
3116,55-64,Low,False
3117,55-64,Low,False
3118,55-64,Low,False
3119,55-64,Low,False
3120,55-64,Low,False
3121,55-64,Low,False
3122,55-64,Low,False
3123,55-64,Low,False
3124,55-64,Low,False
3125,55-64,Low,False
3126,55-64,Low,False
3127,55-64,Low,False
3128,55-64,Low,False
3129,55-64,Low,False
3130,55-64,Low,False
3131,55-64,Low,False
3132,55-64,Low,False
3133,55-64,Low,False
3134,55-64,Low,False
3135,55-64,Low,False
3136,55-64,Low,False
3137,55-64,Low,False
3138,55-64,Low,False
3139,55-64,Low,False
3140,55-64,Low,False
3141,55-64,Low,False
3142,55-64,Low,False
3143,55-64,Low,False
3144,55-64,Low,False
3145,55-64,Low,False
3146,55-64,Low,False
3147,55-64,Low,False
3148,55-64,Low,False
3149,55-64,Low,False
3150,55-64,Low,False
3151,55-64,Low,False
3152,55-64,Low,False
3153,55-64,Low,False
3154,55-64,Low,False
3155,55-64,Low,False
3156,55-64,Low,False
3157,55-64,Low,False
3158,55-64,Low,False
3159,55-64,Low,False
3160,55-64,Low,False
3161,55-64,Low,False
3162,55-64,Low,False
3163,55-64,Low,False
3164,55-64,Low,False
3165,55-64,Low,False
3166,55-64,Low,False
3167,55-64,Low,False
3168,55-64,Low,False
3169,55-64,Low,False
3170,55-64,Low,False
3171,55-64,Low,False
3172,55-64,Low,False
3173,55-64,Low,False
3174,55-64,Low,False
3175,55-64,Low,False
3176,55-64,Low,False
3177,55-64,Low,False
3178,55-64,Low,False
3179,55-64,Low,False
3180,55-64,Low,False
3181,55-64,Low,False
3182,55-64,Low,False
3183,55-64,Low,False
3184,55-64,Low,False
3185,55-64,Low,False
3186,55-64,Low,False
3187,55-64,Low,False
3188,55-64,Low,False
3189,55-64,Low,False
3190,55-64,Low,False
3191,55-64,Low,False
3192,55-64,Low,False
3193,55-64,Low,False
3194,55-64,Low,False
3195,55-64,Low,False
3196,55-64,Low,False
3197,55-64,Low,False
3198,55-64,Low,False
3199,55-64,Low,False
3200,55-64,Low,False
3201,55-64,Low,False
3202,55-64,Low,False
3203,55-64,Low,False
3204,55-64,Low,False
3205,55-64,Low,False
3206,55-64,Low,False
3207,55-64,Low,False
3208,55-64,Low,False
3209,55-64,Low,False
3210,55-64,Low,False
3211,55-64,Low,False
3212,55-64,Low,False
3213,55-64,Low,False
3214,55-64,Low,False
3215,55-64,Low,False
3216,55-64,Low,False
3217,55-64,Low,False
3218,55-64,Low,False
3219,55-64,Low,False
3220,55-64,Low,False
3221,55-64,Low,False
3222,55-64,Low,False
3223,55-64,Low,False
3224,55-64,Low,False
3225,55-64,Low,False
3226,55-64,Low,False
3227,55-64,Low,False
3228,55-64,Low,False
3229,55-64,Low,False
3230,55-64,Low,False
3231,55-64,Low,False
3232,55-64,Low,False
3233,55-64,Low,False
3234,55-64,Low,False
3235,55-64,Low,False
3236,55-64,Low,False
3237,55-64,Low,False
3238,55-64,Low,False
3239,55-64,Low,False
3240,55-64,Low,False
3241,55-64,Low,False
3242,55-64,Low,False
3243,55-64,Low,False
3244,55-64,Low,False
3245,55-64,Low,False
3246,55-64,Low,False
3247,55-64,Low,False
3248,55-64,Low,False
3249,55-64,Low,False
3250,55-64,Low,False
3251,55-64,Low,False
3252,55-64,Low,False
3253,55-64,Low,False
3254,55-64,Low,False
3255,55-64,Low,False
3256,55-64,Low,False
3257,55-64,Low,False
3258,55-64,Low,False
3259,55-64,Low,False
3260,55-64,Low,False
3261,55-64,Low,False
3262,55-64,Low,False
3263,55-64,Low,False
3264,55-64,Low,False
3265,55-64,Low,False
3266,55-64,Low,False
3267,55-64,Low,False
3268,55-64,Low,False
3269,55-64,Low,False
3270,55-64,Low,False
3271,55-64,Low,False
3272,55-64,Low,False
3273,55-64,Low,False
3274,55-64,Low,False
3275,55-64,Low,False
3276,55-64,Low,False
3277,55-64,Low,False
3278,55-64,Low,False
3279,55-64,Low,False
3280,55-64,Low,False
3281,55-64,Low,False
3282,55-64,Low,False
3283,55-64,Low,False
3284,55-64,Low,False
3285,55-64,Low,False
3286,55-64,Low,False
3287,55-64,Low,False
3288,55-64,Low,False
3289,55-64,Low,False
3290,55-64,Low,False
3291,55-64,Low,False
3292,55-64,Low,False
3293,55-64,Low,False
3294,55-64,Low,False
3295,55-64,Low,False
3296,55-64,Low,False
3297,55-64,Low,False
3298,55-64,Low,False
3299,55-64,Low,False
3300,55-64,Low,False
3301,55-64,Low,False
3302,55-64,Low,False
3303,55-64,Low,False
3304,55-64,Low,False
3305,55-64,Low,False
3306,55-64,Low,False
3307,55-64,Low,False
3308,55-64,Low,False
3309,55-64,Low,False
3310,55-64,Low,False
3311,55-64,Low,False
3312,55-64,Low,False
3313,55-64,Low,False
3314,55-64,Low,False
3315,55-64,Low,False
3316,55-64,Low,False
3317,55-64,Low,False
3318,55-64,Low,False
3319,55-64,Low,False
3320,55-64,Low,False
3321,55-64,Low,False
3322,55-64,Low,False
3323,55-64,Low,False
3324,55-64,Low,False
3325,55-64,Low,False
3326,55-64,Low,False
3327,55-64,Low,False
3328,55-64,Low,False
3329,55-64,Low,False
3330,55-64,Low,False
3331,55-64,Low,False
3332,55-64,Low,False
3333,55-64,Low,False
3334,55-64,Low,False
3335,55-64,Low,False
3336,55-64,Low,False
3337,55-64,Low,False
3338,55-64,Low,False
3339,55-64,Low,False
3340,55-64,Low,False
3341,55-64,Low,False
3342,55-64,Low,False
3343,55-64,Low,False
3344,55-64,Low,False
3345,55-64,Low,False
3346,55-64,Low,False
3347,55-64,Low,False
3348,55-64,Low,False
3349,55-64,Low,False
3350,55-64,Low,False
3351,55-64,Low,False
3352,55-64,Low,False
3353,55-64,Low,False
3354,55-64,Low,False
3355,55-64,Low,False
3356,55-64,Low,False
3357,55-64,Low,False
3358,55-64,Low,False
3359,55-64,Low,False
3360,55-64,Low,False
3361,55-64,Low,False
3362,55-64,Low,False
3363,55-64,Low,False
3364,55-64,Low,False
3365,55-64,Low,False
3366,55-64,Low,False
3367,55-64,Low,False
3368,55-64,Low,False
3369,55-64,Low,False
3370,55-64,Low,False
3371,55-64,Low,False
3372,55-64,Low,False
3373,55-64,Low,False
3374,55-64,Low,False
3375,55-64,Low,False
3376,55-64,Low,False
3377,55-64,Low,False
3378,55-64,Low,False
3379,55-64,Low,False
3380,55-64,Low,False
3381,55-64,Low,False
3382,55-64,Low,False
3383,55-64,Low,False
3384,55-64,Low,False
3385,55-64,Low,False
3386,55-64,Low,False
3387,55-64,Low,False
3388,55-64,Low,False
3389,55-64,Low,False
3390,55-64,Low,False
3391,55-64,Low,False
3392,55-64,Low,False
3393,55-64,Low,False
3394,55-64,Low,False
3395,55-64,Low,False
3396,55-64,Low,False
3397,55-64,Low,False
3398,55-64,Low,False
3399,55-64,Low,False
3400,55-64,Low,False
3401,55-64,Low,False
3402,55-64,Low,False
3403,55-64,Low,False
3404,55-64,Low,False
3405,55-64,Low,False
3406,55-64,Low,False
3407,55-64,Low,False
3408,55-64,Low,False
3409,55-64,Low,False
3410,55-64,Low,False
3411,55-64,Low,False
3412,55-64,Low,False
3413,55-64,Low,False
3414,55-64,Low,False
3415,55-64,Low,False
3416,55-64,Low,False
3417,55-64,Low,False
3418,55-64,Low,False
3419,55-64,Low,False
3420,55-64,Low,False
3421,55-64,Low,False
3422,55-64,Low,False
3423,55-64,Low,False
3424,55-64,Low,False
3425,55-64,Low,False
3426,55-64,Low,False
3427,55-64,Low,False
3428,55-64,Low,False
3429,55-64,Low,False
3430,55-64,Low,False
3431,55-64,Low,False
3432,55-64,Low,False
3433,55-64,Low,False
3434,55-64,Low,False
3435,55-64,Low,False
3436,55-64,Low,False
3437,55-64,Low,False
3438,55-64,Low,False
3439,55-64,Low,False
3440,55-64,Low,False
3441,55-64,Low,False
3442,55-64,Low,False
3443,55-64,Low,False
3444,55-64,Low,False
3445,55-64,Low,False
3446,55-64,Low,False
3447,55-64,Low,False
3448,55-64,Low,False
3449,55-64,Low,False
3450,55-64,Low,False
3451,55-64,Low,False
3452,55-64,Low,False
3453,55-64,Low,False
3454,55-64,Low,False
3455,55-64,Low,False
3456,55-64,Low,False
3457,55-64,Low,False
3458,55-64,Low,False
3459,55-64,Low,False
3460,55-64,Low,False
3461,55-64,Low,False
3462,55-64,Low,False
3463,55-64,Low,False
3464,55-64,Low,False
3465,55-64,Low,False
3466,55-64,Low,False
3467,55-64,Low,False
3468,55-64,Low,False
3469,55-64,Low,False
3470,55-64,Low,False
3471,55-64,Low,False
3472,55-64,Low,False
3473,55-64,Low,False
3474,55-64,Low,False
3475,55-64,Low,False
3476,55-64,Low,False
3477,55-64,Low,False
3478,55-64,Low,False
3479,55-64,Low,False
3480,55-64,Low,False
3481,55-64,Low,False
3482,55-64,Low,False
3483,55-64,Low,False
3484,55-64,Low,False
3485,55-64,Low,False
3486,55-64,Low,False
3487,55-64,Low,False
3488,55-64,Low,False
3489,55-64,Low,False
3490,55-64,Low,False
3491,55-64,Low,False
3492,55-64,Low,False
3493,55-64,Low,False
3494,55-64,Low,False
3495,55-64,Low,False
3496,55-64,Low,False
3497,55-64,Low,False
3498,55-64,Low,False
3499,55-64,Low,False
3500,55-64,Low,False
3501,55-64,Low,False
3502,55-64,Low,False
3503,55-64,Low,False
3504,55-64,Low,False
3505,55-64,Low,False
3506,55-64,Low,False
3507,55-64,Low,False
3508,55-64,Low,False
3509,55-64,Low,False
3510,55-64,Low,False
3511,55-64,Low,False
3512,55-64,Low,False
3513,55-64,Low,False
3514,55-64,Low,False
3515,55-64,Low,False
3516,55-64,Low,False
3517,55-64,Low,False
3518,55-64,Low,False
3519,55-64,Low,False
3520,55-64,Low,False
3521,55-64,Low,False
3522,55-64,Low,False
3523,55-64,Low,False
3524,55-64,Low,False
3525,55-64,Low,False
3526,55-64,Low,False
3527,55-64,Low,False
3528,55-64,Low,False
3529,55-64,Low,False
3530,55-64,Low,False
3531,55-64,Low,False
3532,55-64,Low,False
3533,55-64,Low,False
3534,55-64,Low,False
3535,55-64,Low,False
3536,55-64,Low,False
3537,55-64,Low,False
3538,55-64,Low,False
3539,55-64,Low,False
3540,55-64,Low,False
3541,55-64,Low,False
3542,55-64,Low,False
3543,55-64,Low,False
3544,55-64,Low,False
3545,55-64,Low,False
